Base Unit of Measure,Unrestricted,Storage Location,Material Number,Material Description,Plant,Special Stock,Special stock number
EA,1,PROD,1170272G-X705B,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12939
EA,1,PROD,1170272G-X705C,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12913
EA,1,PROD,1170272G-X705C,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12939
EA,1,PROD,1170272G-X705C,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12965
EA,1,PROD,1170272G-X705D,PL 7/8 x 8 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12505
EA,1,PROD,1170272G-X705F,PL 7/8 x 8 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12479
EA,1,PROD,1170272G-X705F,PL 7/8 x 8 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12505
EA,1,PROD,1170272G-X706A,PL 7/8 x 9 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12531
EA,1,PROD,1170272G-X706A,PL 7/8 x 9 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12557
EA,1,PROD,1170272G-X706B,PL 7/8 x 9 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12531
EA,1,PROD,1170272G-X706C,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12611
EA,1,PROD,1170272G-X706C,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12635
EA,1,PROD,1170272G-X706C,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12659
EA,1,PROD,1170272G-X706D,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12583
EA,1,PROD,1170272G-X706D,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12611
EA,1,PROD,1170272G-X706D,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12635
EA,1,PROD,1170272G-X706F,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12887
EA,1,PROD,1170272G-X706F,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12913
EA,1,PROD,1170272G-X706F,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12939
EA,1,PROD,1170272G-X707A,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12965
EA,1,PROD,1170272G-X707B,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12913
EA,1,PROD,1170272G-X707B,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12939
EA,1,PROD,1170272G-X707B,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12965
EA,1,PROD,1170272G-X707C,PL 3/4 x 7 1/2 x 6'-4 1/8,HS02,Q,D-1170272-12887
EA,1,PROD,1170272G-X707D,PL 7/8 x 8 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12505
EA,1,PROD,1170272G-X707F,PL 7/8 x 8 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12479
EA,1,PROD,1170272G-X707G,PL 7/8 x 8 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12479
EA,1,PROD,1170272G-X707G,PL 7/8 x 8 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12505
EA,1,PROD,1170272G-X708A,PL 7/8 x 9 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12531
EA,1,PROD,1170272G-X708A,PL 7/8 x 9 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12557
EA,1,PROD,1170272G-X708B,PL 7/8 x 9 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12531
EA,1,PROD,1170272G-X708C,PL 7/8 x 9 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12557
EA,1,PROD,1170272G-X708D,PL 1 x 11 1/2 x 6'-4 3/16,HS01,Q,D-1170272-12659
EA,2,PROD,1170272G-X708D,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12611
EA,2,PROD,1170272G-X708D,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12635
EA,1,PROD,1170272G-X708D,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12659
EA,2,PROD,1170272G-X708F,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12583
EA,2,PROD,1170272G-X708G,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12583
EA,2,PROD,1170272G-X708G,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12611
EA,2,PROD,1170272G-X708G,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12635
EA,2,PROD,1170272G-X709A,PL 1 x 11 1/2 x 6'-4 3/16,HS02,Q,D-1170272-12659
EA,8,PROD,1170272G-X709B,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12811
EA,8,PROD,1170272G-X709B,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12835
EA,4,PROD,1170272G-X709B,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12859
EA,4,PROD,1170272G-X709C,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12783
EA,5,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12479
EA,10,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12505
EA,10,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12531
EA,5,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12557
EA,4,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12583
EA,8,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12611
EA,8,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12635
EA,4,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12659
EA,5,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12687
EA,10,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12713
EA,10,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12735
EA,5,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12757
EA,4,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12887
EA,8,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12913
EA,8,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12939
EA,4,PROD,1170272G-X709D,PL 1/2 x 7 1/2 x 6'-4,HS02,Q,D-1170272-12965
EA,1,PROD,1170272G-X709G,PL 1/2 x 6 x 6'-4,HS02,Q,D-1170272-12479
EA,1,PROD,1170272G-X709G,PL 1/2 x 6 x 6'-4,HS02,Q,D-1170272-12505
EA,1,PROD,1170272G-X709G,PL 1/2 x 6 x 6'-4,HS02,Q,D-1170272-12531
EA,1,PROD,1170272G-X709G,PL 1/2 x 6 x 6'-4,HS02,Q,D-1170272-12557
EA,1,PROD,1170272G-X709G,PL 1/2 x 6 x 6'-4,HS02,Q,D-1170272-12887
EA,1,PROD,1170272G-X709G,PL 1/2 x 6 x 6'-4,HS02,Q,D-1170272-12913
EA,1,PROD,1170272G-X709G,PL 1/2 x 6 x 6'-4,HS02,Q,D-1170272-12939
EA,1,PROD,1170272G-X709G,PL 1/2 x 6 x 6'-4,HS02,Q,D-1170272-12965
EA,6,PROD,1170272G-X710A,PL 1/2 x 7 1/4 x 6'-4,HS02,Q,D-1170272-12583
EA,6,PROD,1170272G-X710A,PL 1/2 x 7 1/4 x 6'-4,HS02,Q,D-1170272-12611
EA,6,PROD,1170272G-X710A,PL 1/2 x 7 1/4 x 6'-4,HS02,Q,D-1170272-12635
EA,6,PROD,1170272G-X710A,PL 1/2 x 7 1/4 x 6'-4,HS02,Q,D-1170272-12659
EA,2,PROD,1180005A-X1D,PL 3/4 x 7 3/4 x 2'-11,HS01,Q,D-1180005-10528
EA,2,PROD,1180005A-X2K,PL 3/4 x 7 3/4 x 2'-11,HS01,Q,D-1180005-10528
EA,3,PROD,1180005A-X3C,PL 1/2 x 7 x 2'-11,HS01,Q,D-1180005-10528
EA,3,PROD,1180005A-X3G,PL 1/2 x 7 x 2'-11,HS01,Q,D-1180005-10528
EA,3,PROD,1180005A-X3M,PL 1/2 x 7 x 2'-11,HS01,Q,D-1180005-10528
EA,2,PROD,1180019A-X1A,PL 3/8 x 13 1/2 x 6'-1 1/2,HS01,Q,D-1180019-10307
EA,2,PROD,1180019A-X1A,PL 3/8 x 13 1/2 x 6'-1 1/2,HS01,Q,D-1180019-10331
EA,6,PROD,1180019A-X2AG,PL 1/2 x 7 x 6'-6,HS01,Q,D-1180019-10307
EA,8,PROD,1180023A-M1A,PL 3/4 x 4 1/2 x 2'-1 1/2,HS01,Q,D-1180023-10275
EA,8,PROD,1180023A-M1A,PL 3/4 x 4 1/2 x 2'-1 1/2,HS01,Q,D-1180023-10286
EA,16,PROD,1180023A-M1A,PL 3/4 x 4 1/2 x 2'-1 1/2,HS01,Q,D-1180023-10297
EA,20,PROD,1180023A-M1A,PL 3/4 x 4 1/2 x 2'-1 1/2,HS01,Q,D-1180023-10729
EA,16,PROD,1180023A-M1A,PL 3/4 x 4 1/2 x 2'-1 1/2,HS01,Q,D-1180023-10740
EA,4,PROD,1180023A-M1A,PL 3/4 x 4 1/2 x 2'-1 1/2,HS01,Q,D-1180023-10751
EA,2,PROD,1180023A-M1B,PL 1 x 5 x 0'-5,HS01,Q,D-1180023-10319
EA,2,PROD,1180023A-M1B,PL 1 x 5 x 0'-5,HS01,Q,D-1180023-10341
EA,2,PROD,1180023A-M1B,PL 1 x 5 x 0'-5,HS01,Q,D-1180023-10773
EA,2,PROD,1180023A-M1B,PL 1 x 5 x 0'-5,HS01,Q,D-1180023-10925
EA,4,PROD,1180023A-X1K,PL 1/2 x 11 1/2 x 2'-11 1/2,HS01,Q,D-1180023-10705
EA,8,PROD,1180029A-X2Y,PL 2 3/4 x 24 x 2'-11,HS01,Q,D-1180029-10527
EA,3,PROD,1180029B-M1A,PL 3/8 x 4 x 2'-7 3/8,HS01,Q,D-1180029-11267
EA,6,PROD,1180029B-M1A,PL 3/8 x 4 x 2'-7 3/8,HS01,Q,D-1180029-11753
EA,4,PROD,1180029B-M1A,PL 3/8 x 4 x 2'-7 3/8,HS01,Q,D-1180029-11775
EA,12,PROD,1180029B-M1A,PL 3/8 x 4 x 2'-7 3/8,HS01,Q,D-1180029-11835
EA,12,PROD,1180029B-M1B,PL 3/8 x 4 x 2'-1 7/16,HS01,Q,D-1180029-11199
EA,4,PROD,1180029B-M2A,PL 9/16 x 27 x 0'-9 5/8,HS01,Q,D-1180029-11775
EA,4,PROD,1180029B-M2B,PL 9/16 x 24 x 0'-9 5/8,HS01,Q,D-1180029-11763
EA,4,PROD,1180029B-M2B,PL 9/16 x 24 x 0'-9 5/8,HS01,Q,D-1180029-11795
EA,2,PROD,1180029B-X1A,PL 7/8 x 30 x 2'-0 1/4,HS01,Q,D-1180029-11046
EA,2,PROD,1180029B-X1A,PL 7/8 x 30 x 2'-0 1/4,HS01,Q,D-1180029-11074
EA,2,PROD,1180029B-X1A,PL 7/8 x 30 x 2'-0 1/4,HS01,Q,D-1180029-11574
EA,2,PROD,1180029B-X1A,PL 7/8 x 30 x 2'-0 1/4,HS01,Q,D-1180029-11602
EA,2,PROD,1180029B-X1B,PL 1 x 20 x 4'-6 1/4,HS01,Q,D-1180029-11046
EA,2,PROD,1180029B-X1B,PL 1 x 20 x 4'-6 1/4,HS01,Q,D-1180029-11074
EA,6,PROD,1180029B-X1B,PL 1 x 20 x 4'-6 1/4,HS01,Q,D-1180029-11574
EA,4,PROD,1180029B-X1C,PL 1 x 9 x 4'-6 1/4,HS01,Q,D-1180029-11046
EA,6,PROD,1180029B-X1C,PL 1 x 9 x 4'-6 1/4,HS01,Q,D-1180029-11074
EA,12,PROD,1180029B-X1C,PL 1 x 9 x 4'-6 1/4,HS01,Q,D-1180029-11602
EA,1,PROD,1180029B-X2A,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11102
EA,1,PROD,1180029B-X2A,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11131
EA,1,PROD,1180029B-X2A,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11160
EA,1,PROD,1180029B-X2A,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11658
EA,1,PROD,1180029B-X2A,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11687
EA,2,PROD,1180029B-X2A,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11716
EA,1,PROD,1180029B-X2B,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11102
EA,1,PROD,1180029B-X2B,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11160
EA,1,PROD,1180029B-X2B,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11658
EA,1,PROD,1180029B-X2B,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11687
EA,1,PROD,1180029B-X2B,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11716
EA,1,PROD,1180029B-X2C,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11102
EA,1,PROD,1180029B-X2C,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11160
EA,1,PROD,1180029B-X2D,PL 1 x 9 5/8 x 3'-0 1/8,HS01,Q,D-1180029-11046
EA,1,PROD,1180029B-X2D,PL 1 x 9 5/8 x 3'-0 1/8,HS01,Q,D-1180029-11074
EA,3,PROD,1180029B-X2D,PL 1 x 9 5/8 x 3'-0 1/8,HS01,Q,D-1180029-11574
EA,1,PROD,1180029B-X2G,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11102
EA,1,PROD,1180029B-X2G,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11658
EA,1,PROD,1180029B-X2H,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11131
EA,1,PROD,1180029B-X2H,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11160
EA,1,PROD,1180029B-X2H,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11687
EA,1,PROD,1180029B-X2K,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11131
EA,1,PROD,1180029B-X2M,PL 1 x 9 5/8 x 3'-0,HS01,Q,D-1180029-11131
EA,1,PROD,1180029B-X2N,PL 1 x 9 5/8 x 3'-0 1/8,HS01,Q,D-1180029-11046
EA,1,PROD,1180029B-X2N,PL 1 x 9 5/8 x 3'-0 1/8,HS01,Q,D-1180029-11602
EA,1,PROD,1180029B-X2P,PL 1 x 9 5/8 x 3'-0 1/8,HS01,Q,D-1180029-11074
EA,2,PROD,1180029B-X2P,PL 1 x 9 5/8 x 3'-0 1/8,HS01,Q,D-1180029-11574
EA,3,PROD,1180029B-X3A,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11046
EA,6,PROD,1180029B-X3A,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11102
EA,9,PROD,1180029B-X3A,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11131
EA,4,PROD,1180029B-X3A,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11574
EA,4,PROD,1180029B-X3A,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11602
EA,6,PROD,1180029B-X3A,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11658
EA,6,PROD,1180029B-X3A,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11687
EA,3,PROD,1180029B-X3B,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11046
EA,3,PROD,1180029B-X3B,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11074
EA,5,PROD,1180029B-X3B,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11131
EA,6,PROD,1180029B-X3B,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11160
EA,4,PROD,1180029B-X3B,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11602
EA,6,PROD,1180029B-X3B,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11687
EA,3,PROD,1180029B-X3C,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11074
EA,6,PROD,1180029B-X3C,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11160
EA,6,PROD,1180029B-X3C,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11716
EA,1,PROD,1180029B-X3D,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11046
EA,1,PROD,1180029B-X3D,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11074
EA,1,PROD,1180029B-X3D,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11160
EA,1,PROD,1180029B-X3D,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11602
EA,1,PROD,1180029B-X3D,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11658
EA,1,PROD,1180029B-X3D,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11716
EA,3,PROD,1180029B-X3F,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11574
EA,6,PROD,1180029B-X3F,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11658
EA,11,PROD,1180029B-X3G,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11102
EA,7,PROD,1180029B-X3H,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11046
EA,11,PROD,1180029B-X3H,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11131
EA,7,PROD,1180029B-X3K,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11046
EA,12,PROD,1180029B-X3K,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11131
EA,8,PROD,1180029B-X3M,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11074
EA,11,PROD,1180029B-X3M,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11160
EA,7,PROD,1180029B-X3N,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11574
EA,12,PROD,1180029B-X3N,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11658
EA,7,PROD,1180029B-X3P,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11602
EA,16,PROD,1180029B-X3P,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11687
EA,4,PROD,1180029B-X3T,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11630
EA,1,PROD,1180029B-X3W,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11602
EA,3,PROD,1180029B-X3W,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11687
EA,3,PROD,1180029B-X3Y,PL 1/2 x 7 x 3'-0,HS01,Q,D-1180029-11716
EA,3,PROD,1180030A-X1AA,PL 1 3/8 x 12 x 1'-4 {Galv.},HS02,Q,D-1180030-10233
EA,3,PROD,1180030A-X1Y,PL 1 1/8 x 12 x 1'-4 {Galv.},HS02,Q,D-1180030-10233
EA,2,PROD,1180044A-X1H,PL 1/2 x 7 x 2'-6,HS01,Q,D-1180044-10252
EA,6,PROD,1180044A-X1H,PL 1/2 x 7 x 2'-6,HS02,Q,D-1180044-10252
EA,12,PROD,1180045A-M1A,PL 1/2 x 9 x 1'-3 1/4,HS01,Q,D-1180045-11000
EA,8,PROD,1180045A-M1B,PL 1/2 x 9 x 1'-3 1/4,HS01,Q,D-1180045-10300
EA,8,PROD,1180045A-M1B,PL 1/2 x 9 x 1'-3 1/4,HS01,Q,D-1180045-10650
EA,12,PROD,1180045A-M1C,PL 1/2 x 9 x 1'-3 1/4,HS01,Q,D-1180045-11000
EA,8,PROD,1180045A-M1D,PL 1/2 x 9 x 1'-3 1/4,HS01,Q,D-1180045-10300
EA,8,PROD,1180045A-M1D,PL 1/2 x 9 x 1'-3 1/4,HS01,Q,D-1180045-10650
EA,6,PROD,1180045A-MP1-A,PL 1 3/4 x 9 x 1'-10,HS01,Q,D-1180045-10310
EA,4,PROD,1180045A-MP1-A,PL 1 3/4 x 9 x 1'-10,HS01,Q,D-1180045-10660
EA,6,PROD,1180045A-MP1-A,PL 1 3/4 x 9 x 1'-10,HS01,Q,D-1180045-11010
EA,12,PROD,1180045A-MP2-A,PL 1 1/4 x 16 x 2'-3,HS01,Q,D-1180045-10315
EA,8,PROD,1180045A-MP2-A,PL 1 1/4 x 16 x 2'-3,HS01,Q,D-1180045-10665
EA,12,PROD,1180045A-MP2-A,PL 1 1/4 x 16 x 2'-3,HS01,Q,D-1180045-11015
EA,6,PROD,1180045A-MP3-A,PL 1 x 12 x 1'-11,HS01,Q,D-1180045-10320
EA,4,PROD,1180045A-MP3-A,PL 1 x 12 x 1'-11,HS01,Q,D-1180045-10670
EA,6,PROD,1180045A-MP3-A,PL 1 x 12 x 1'-11,HS01,Q,D-1180045-11020
EA,12,PROD,1180045A-X1A,PL 3/4 x 18 x 2'-0 3/4,HS01,Q,D-1180045-10276
EA,8,PROD,1180045A-X1A,PL 3/4 x 18 x 2'-0 3/4,HS01,Q,D-1180045-10626
EA,12,PROD,1180045A-X1A,PL 3/4 x 18 x 2'-0 3/4,HS01,Q,D-1180045-10976
EA,12,PROD,1180045A-X1B,PL 3/4 x 14 x 3'-0 3/4,HS01,Q,D-1180045-10276
EA,8,PROD,1180045A-X1B,PL 3/4 x 14 x 3'-0 3/4,HS01,Q,D-1180045-10626
EA,12,PROD,1180045A-X1B,PL 3/4 x 14 x 3'-0 3/4,HS01,Q,D-1180045-10976
EA,24,PROD,1180045A-X1C,PL 3/4 x 6 1/4 x 3'-0 3/4,HS01,Q,D-1180045-10276
EA,16,PROD,1180045A-X1C,PL 3/4 x 6 1/4 x 3'-0 3/4,HS01,Q,D-1180045-10626
EA,24,PROD,1180045A-X1C,PL 3/4 x 6 1/4 x 3'-0 3/4,HS01,Q,D-1180045-10976
EA,12,PROD,1180045A-X1D,PL 1/2 x 14 x 1'-6 1/4,HS01,Q,D-1180045-10252
EA,8,PROD,1180045A-X1D,PL 1/2 x 14 x 1'-6 1/4,HS01,Q,D-1180045-10602
EA,12,PROD,1180045A-X1D,PL 1/2 x 14 x 1'-6 1/4,HS01,Q,D-1180045-10952
EA,10,PROD,1180045A-X2A,PL 5/8 x 6 1/2 x 0'-11 3/4,HS01,Q,D-1180045-10252
EA,10,PROD,1180045A-X2A,PL 5/8 x 6 1/2 x 0'-11 3/4,HS01,Q,D-1180045-10276
EA,8,PROD,1180045A-X2A,PL 5/8 x 6 1/2 x 0'-11 3/4,HS01,Q,D-1180045-10602
EA,8,PROD,1180045A-X2A,PL 5/8 x 6 1/2 x 0'-11 3/4,HS01,Q,D-1180045-10626
EA,10,PROD,1180045A-X2A,PL 5/8 x 6 1/2 x 0'-11 3/4,HS01,Q,D-1180045-10952
EA,10,PROD,1180045A-X2A,PL 5/8 x 6 1/2 x 0'-11 3/4,HS01,Q,D-1180045-10976
EA,2,PROD,1180045A-X2B,PL 5/8 x 6 1/2 x 2'-0,HS01,Q,D-1180045-10252
EA,2,PROD,1180045A-X2B,PL 5/8 x 6 1/2 x 2'-0,HS01,Q,D-1180045-10276
EA,2,PROD,1180045A-X2B,PL 5/8 x 6 1/2 x 2'-0,HS01,Q,D-1180045-10952
EA,2,PROD,1180045A-X2B,PL 5/8 x 6 1/2 x 2'-0,HS01,Q,D-1180045-10976
EA,2,PROD,1180045A-X2C,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10252
EA,2,PROD,1180045A-X2C,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10276
EA,2,PROD,1180045A-X2C,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10952
EA,2,PROD,1180045A-X2C,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10976
EA,1,PROD,1180045A-X2D,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10602
EA,1,PROD,1180045A-X2D,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10626
EA,2,PROD,1180045A-X2D,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10952
EA,2,PROD,1180045A-X2D,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10976
EA,6,PROD,1180045A-X2F,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10252
EA,6,PROD,1180045A-X2F,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10276
EA,3,PROD,1180045A-X2F,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10602
EA,3,PROD,1180045A-X2F,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10626
EA,2,PROD,1180045A-X2F,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10952
EA,2,PROD,1180045A-X2F,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10976
EA,4,PROD,1180045A-X2G,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10252
EA,4,PROD,1180045A-X2G,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10276
EA,4,PROD,1180045A-X2G,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10602
EA,4,PROD,1180045A-X2G,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10626
EA,3,PROD,1180045A-X2G,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10952
EA,3,PROD,1180045A-X2G,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10976
EA,3,PROD,1180045A-X2H,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10952
EA,3,PROD,1180045A-X2H,PL 3/4 x 8 1/2 x 2'-0,HS01,Q,D-1180045-10976
EA,4,PROD,1180045A-X2K,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10602
EA,4,PROD,1180045A-X2K,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10626
EA,4,PROD,1180045A-X2K,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10952
EA,4,PROD,1180045A-X2K,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10976
EA,6,PROD,1180045A-X2M,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10602
EA,4,PROD,1180045A-X2M,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10626
EA,18,PROD,1180045A-X2M,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10952
EA,10,PROD,1180045A-X2M,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10976
EA,6,PROD,1180045A-X2N,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10252
EA,6,PROD,1180045A-X2N,PL 1/2 x 7 1/2 x 2'-0,HS01,Q,D-1180045-10276
