Base Unit of Measure,Unrestricted,Storage Location,Material Number,Material Description,Plant,Special Stock,Special stock number
EA,2,PROD,1170143C-M308C,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-12597
EA,2,PROD,1170143C-M308D,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-11357
EA,2,PROD,1170143C-M309A,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-12597
EA,2,PROD,1170143C-M309B,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-11357
EA,2,PROD,1170143C-M309C,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-12597
EA,2,PROD,1170143C-M309D,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-11357
EA,2,PROD,1170143C-M310A,PL 1/2 x 20 x 3'-10,HS01,Q,D-1170143-12581
EA,2,PROD,1170143C-M310B,PL 1/2 x 20 x 3'-10,HS01,Q,D-1170143-12581
EA,2,PROD,1170143C-M310C,PL 1/2 x 20 x 3'-10,HS01,Q,D-1170143-12639
EA,2,PROD,1170143C-M310D,PL 1/2 x 20 x 3'-10,HS01,Q,D-1170143-12639
EA,1,PROD,1170143C-M311A,PL 1/2 x 20 x 2'-3,HS01,Q,D-1170143-12567
EA,1,PROD,1170143C-M311A,PL 1/2 x 20 x 2'-3,HS01,Q,D-1170143-12611
EA,1,PROD,1170143C-M311B,PL 1/2 x 20 x 2'-3,HS01,Q,D-1170143-12567
EA,1,PROD,1170143C-M311B,PL 1/2 x 20 x 2'-3,HS01,Q,D-1170143-12611
EA,2,PROD,1170143C-M311C,PL 1/2 x 20 x 2'-3,HS01,Q,D-1170143-12625
EA,2,PROD,1170143C-M311D,PL 1/2 x 20 x 2'-3,HS01,Q,D-1170143-12625
EA,2,PROD,1170143C-M311F,PL 1/2 x 25 1/2 x 1'-8,HS01,Q,D-1170143-11357
EA,2,PROD,1170143C-M311G,PL 1/2 x 25 1/2 x 1'-8,HS01,Q,D-1170143-11357
EA,2,PROD,1170143C-M312A,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-12597
EA,2,PROD,1170143C-M312B,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-12597
EA,2,PROD,1170143C-M312C,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-11357
EA,2,PROD,1170143C-M312D,PL 1/2 x 20 x 3'-9,HS01,Q,D-1170143-11357
EA,2,PROD,1170143C-M314A,PL 1/2 x 28 x 38'-2 7/16,HS01,Q,D-1170143-11368
EA,2,PROD,1170143C-M315A,PL 1/2 x 28 x 38'-2 7/16,HS01,Q,D-1170143-11368
EA,16,PROD,1170143C-M316A,PL 1/2 x 28 x 14'-6 15/16,HS01,Q,D-1170143-11368
EA,2,PROD,1170143C-M317A,PL 1/2 x 28 x 30'-2 3/4,HS01,Q,D-1170143-12597
EA,2,PROD,1170143C-M318A,PL 1/2 x 28 x 30'-2 3/4,HS01,Q,D-1170143-12597
EA,2,PROD,1170143C-M319A,PL 1/2 x 28 x 13'-2 15/16,HS01,Q,D-1170143-12581
EA,2,PROD,1170143C-M319B,PL 1/2 x 28 x 13'-2 15/16,HS01,Q,D-1170143-12581
EA,1,PROD,1170143C-M320A,PL 1/2 x 28 x 5'-7 3/16,HS01,Q,D-1170143-12567
EA,1,PROD,1170143C-M320A,PL 1/2 x 28 x 5'-7 3/16,HS01,Q,D-1170143-12611
EA,1,PROD,1170143C-M320B,PL 1/2 x 28 x 5'-7 3/16,HS01,Q,D-1170143-12567
EA,1,PROD,1170143C-M320B,PL 1/2 x 28 x 5'-7 3/16,HS01,Q,D-1170143-12611
EA,2,PROD,1170143C-M320C,PL 1/2 x 28 x 5'-7 3/16,HS01,Q,D-1170143-12625
EA,2,PROD,1170143C-M320D,PL 1/2 x 28 x 5'-7 3/16,HS01,Q,D-1170143-12625
EA,2,PROD,1170143C-M322A,PL 1/2 x 28 x 30'-2 3/4,HS01,Q,D-1170143-11357
EA,2,PROD,1170143C-M323A,PL 1/2 x 28 x 13'-2 15/16,HS01,Q,D-1170143-12639
EA,2,PROD,1170143C-M323B,PL 1/2 x 28 x 13'-2 15/16,HS01,Q,D-1170143-12639
EA,8,PROD,1170143C-M324A,PL 1/2 x 10 x 1'-10,HS01,Q,D-1170143-12655
EA,4,PROD,1170143C-M324B,PL 1/2 x 10 x 1'-4,HS01,Q,D-1170143-11357
EA,4,PROD,1170143C-M324B,PL 1/2 x 10 x 1'-4,HS01,Q,D-1170143-12597
EA,4,PROD,1170143C-M324C,PL 5/8 x 10 x 0'-2 1/2,HS01,Q,D-1170143-11357
EA,4,PROD,1170143C-M324C,PL 5/8 x 10 x 0'-2 1/2,HS01,Q,D-1170143-12597
EA,8,PROD,1170143C-M324C,PL 5/8 x 10 x 0'-2 1/2,HS01,Q,D-1170143-12655
EA,8,PROD,1170143C-M324C,PL 5/8 x 10 x 0'-2 1/2,HS01,Q,D-1170143-12667
EA,4,PROD,1170143C-M324D,PL 1/2 x 4 1/2 x 0'-10 7/8,HS01,Q,D-1170143-11357
EA,96,PROD,1170143C-M324D,PL 1/2 x 4 1/2 x 0'-10 7/8,HS01,Q,D-1170143-11368
EA,4,PROD,1170143C-M324D,PL 1/2 x 4 1/2 x 0'-10 7/8,HS01,Q,D-1170143-12639
EA,4,PROD,1170143C-M324F,PL 1/2 x 4 1/2 x 0'-10 7/8,HS01,Q,D-1170143-11357
EA,4,PROD,1170143C-M324F,PL 1/2 x 4 1/2 x 0'-10 7/8,HS01,Q,D-1170143-12639
EA,2,PROD,1170143C-M324G,PL 3/8 x 18 3/4 x 0'-7 3/8,HS01,Q,D-1170143-12667
EA,2,PROD,1170143C-M324H,PL 3/8 x 18 3/4 x 0'-7 3/8,HS01,Q,D-1170143-12667
EA,2,PROD,1170143C-M324K,PL 3/8 x 18 3/4 x 0'-8 1/16,HS01,Q,D-1170143-12639
EA,2,PROD,1170143C-M324M,PL 3/8 x 18 3/4 x 0'-8 1/8,HS01,Q,D-1170143-12667
EA,2,PROD,1170143C-M324N,PL 3/8 x 18 3/4 x 0'-8 1/16,HS01,Q,D-1170143-12639
EA,2,PROD,1170143C-M324P,PL 3/8 x 18 3/4 x 0'-8 1/8,HS01,Q,D-1170143-12667
EA,6,PROD,1170143C-M405A,PL 1/2 x 30 1/2 x 1'-5 1/2,HS01,Q,D-1170143-11668
EA,4,PROD,1170143C-M405B,PL 1/2 x 30 x 2'-8,HS01,Q,D-1170143-11739
EA,6,PROD,1170143C-M405C,PL 1/2 x 30 x 2'-6,HS01,Q,D-1170143-11714
EA,2,PROD,1170143C-M405D,PL 1/2 x 24 x 2'-11,HS01,Q,D-1170143-11799
EA,2,PROD,1170143C-M405F,PL 1/2 x 24 x 3'-5,HS01,Q,D-1170143-11826
EA,2,PROD,1170143C-M405G,PL 1/2 x 26 1/2 x 3'-5,HS01,Q,D-1170143-11844
EA,4,PROD,1170143C-M406A,PL 1/2 x 28 1/2 x 3'-3 1/16,HS01,Q,D-1170143-11732
EA,4,PROD,1170143C-M406B,PL 1/2 x 24 5/16 x 2'-11 13/16,HS01,Q,D-1170143-11781
EA,2,PROD,1170143C-M406C,PL 1/2 x 21 1/4 x 3'-11 11/16,HS01,Q,D-1170143-11817
EA,2,PROD,1170143C-M406D,PL 1/2 x 19 11/16 x 3'-9 3/8,HS01,Q,D-1170143-11844
EA,2,PROD,1170143C-M407A,PL 1/2 x 29 1/2 x 2'-4,HS01,Q,D-1170143-11693
EA,6,PROD,1170143C-M407B,PL 1/2 x 27 x 2'-3 11/16,HS01,Q,D-1170143-11714
EA,6,PROD,1170143C-M407C,PL 1/2 x 23 3/16 x 0'-11 5/8,HS01,Q,D-1170143-11668
EA,6,PROD,1170143C-M407D,PL 1/2 x 24 11/16 x 1'-1 1/8,HS01,Q,D-1170143-11916
EA,4,PROD,1170143C-M408A,PL 1/2 x 19 1/16 x 2'-3 1/8,HS01,Q,D-1170143-11739
EA,2,PROD,1170143C-M408B,PL 1/2 x 19 3/16 x 1'-10 5/8,HS01,Q,D-1170143-11844
EA,2,PROD,1170143C-M408C,PL 1/2 x 19 3/4 x 1'-11 5/16,HS01,Q,D-1170143-11826
EA,2,PROD,1170143C-M408D,PL 1/2 x 20 1/4 x 2'-0 1/16,HS01,Q,D-1170143-11799
EA,4,PROD,1170143C-M409A,PL 1/2 x 24 5/8 x 0'-11,HS01,Q,D-1170143-11767
EA,4,PROD,1170143C-M409B,PL 1/2 x 17 11/16 x 1'-0 5/8,HS01,Q,D-1170143-11767
EA,6,PROD,1170143C-M409C,PL 1/2 x 17 x 0'-10,HS01,Q,D-1170143-11668
EA,2,PROD,1170143C-M409C,PL 1/2 x 17 x 0'-10,HS01,Q,D-1170143-11693
EA,8,PROD,1170143C-M409C,PL 1/2 x 17 x 0'-10,HS01,Q,D-1170143-11753
EA,4,PROD,1170143C-M409C,PL 1/2 x 17 x 0'-10,HS01,Q,D-1170143-11760
EA,2,PROD,1170143C-M409C,PL 1/2 x 17 x 0'-10,HS01,Q,D-1170143-11817
EA,2,PROD,1170143C-M409C,PL 1/2 x 17 x 0'-10,HS01,Q,D-1170143-11844
EA,3,PROD,1170143C-M409D,PL 1/2 x 6 1/2 x 1'-5,HS01,Q,D-1170143-11668
EA,3,PROD,1170143C-M409D,PL 1/2 x 6 1/2 x 1'-5,HS01,Q,D-1170143-11714
EA,2,PROD,1170143C-M409D,PL 1/2 x 6 1/2 x 1'-5,HS01,Q,D-1170143-11739
EA,1,PROD,1170143C-M409F,PL 1/2 x 6 1/2 x 1'-10,HS01,Q,D-1170143-11844
EA,6,PROD,1170143C-M409G,PL 1/2 x 4 x 1'-2,HS01,Q,D-1170143-11916
EA,1,PROD,1170143C-M409H,PL 1/2 x 6 1/2 x 1'-11,HS01,Q,D-1170143-11799
EA,1,PROD,1170143C-M409H,PL 1/2 x 6 1/2 x 1'-11,HS01,Q,D-1170143-11826
EA,10,PROD,1170143C-M410B,PL 1/2 x 3 x 1'-1 5/8,HS01,Q,D-1170143-12035
EA,4,PROD,1170143C-M410K,PL 3/4 x 3 1/8 x 0'-7 1/8,HS01,Q,D-1170143-11753
EA,2,PROD,1170143C-M410K,PL 3/4 x 3 1/8 x 0'-7 1/8,HS01,Q,D-1170143-11760
EA,1,PROD,1170143C-M410K,PL 3/4 x 3 1/8 x 0'-7 1/8,HS01,Q,D-1170143-11817
EA,1,PROD,1170143C-M410K,PL 3/4 x 3 1/8 x 0'-7 1/8,HS01,Q,D-1170143-11844
EA,8,PROD,1170143C-X101B,PL 7/8 x 10 1/4 x 5'-7,HS01,Q,D-1170143-10253
EA,1,PROD,1170155B-M201B,PL 1/2 x 29 1/2 x 2'-2 1/2,HS01,Q,D-1170155-11670
EA,1,PROD,1170155B-M201F,PL 1/2 x 20 3/4 x 1'-5,HS01,Q,D-1170155-11694
EA,3,PROD,1170155B-M201K,PL 1/2 x 29 1/2 x 2'-4 3/4,HS01,Q,D-1170155-11682
EA,3,PROD,1170155B-M201M,PL 1/2 x 29 1/2 x 2'-2 1/2,HS01,Q,D-1170155-11670
EA,1,PROD,1170155B-M201N,PL 1/2 x 24 1/4 x 2'-1,HS01,Q,D-1170155-11658
EA,6,PROD,1170155B-M202AA,PL 1/2 x 9 1/2 x 1'-5 1/2,HS01,Q,D-1170155-11619
EA,6,PROD,1170155B-M202B,PL 1/2 x 20 1/2 x 1'-7 3/4,HS01,Q,D-1170155-11619
EA,1,PROD,1170155B-M202S,PL 1/2 x 9 x 1'-4,HS01,Q,D-1170155-11694
EA,1,PROD,1170155B-M203B,PL 1/2 x 8 x 1'-3 1/4,HS01,Q,D-1170155-11670
EA,3,PROD,1170155B-M204C,PL 1/2 x 8 x 1'-3 1/4,HS01,Q,D-1170155-11670
EA,1,PROD,1170155B-M204M,PL 1/2 x 19 3/4 x 3'-3,HS01,Q,D-1170155-11694
EA,1,PROD,1170155B-M205A,PL 1/2 x 18 3/4 x 3'-9 1/2,HS01,Q,D-1170155-11670
EA,20,PROD,1170155B-X201A,PL 3/8 x 13 1/2 x 5'-0 1/2,HS01,Q,D-1170155-11109
EA,4,PROD,1170155B-X201A,PL 3/8 x 13 1/2 x 5'-0 1/2,HS01,Q,D-1170155-11134
EA,16,PROD,1170155B-X201A,PL 3/8 x 13 1/2 x 5'-0 1/2,HS01,Q,D-1170155-11183
EA,8,PROD,1170155B-X201A,PL 3/8 x 13 1/2 x 5'-0 1/2,HS01,Q,D-1170155-11209
EA,8,PROD,1170155B-X201A,PL 3/8 x 13 1/2 x 5'-0 1/2,HS01,Q,D-1170155-11391
EA,16,PROD,1170155B-X201A,PL 3/8 x 13 1/2 x 5'-0 1/2,HS01,Q,D-1170155-11417
EA,8,PROD,1170155B-X201F,PL 5/8 x 24 x 2'-1 1/2,HS01,Q,D-1170155-11109
EA,2,PROD,1170155B-X201F,PL 5/8 x 24 x 2'-1 1/2,HS01,Q,D-1170155-11134
EA,1,PROD,1170155B-X202G,PL 3/8 x 22 x 1'-0 5/8,HS01,Q,D-1170155-11109
EA,1,PROD,1170155B-X202G,PL 3/8 x 22 x 1'-0 5/8,HS01,Q,D-1170155-11134
EA,5,PROD,1170155B-X202H,PL 1/4 x 24 x 1'-0 5/8,HS01,Q,D-1170155-10907
EA,1,PROD,1170155B-X202H,PL 1/4 x 24 x 1'-0 5/8,HS01,Q,D-1170155-10934
EA,1,PROD,1170155B-X203K,PL 1 x 11 x 5'-6,HS01,Q,D-1170155-11443
EA,2,PROD,1170155B-X203K,PL 1 x 11 x 5'-6,HS01,Q,D-1170155-11469
EA,2,PROD,1170155B-X203K,PL 1 x 11 x 5'-6,HS01,Q,D-1170155-11495
EA,1,PROD,1170155B-X203K,PL 1 x 11 x 5'-6,HS01,Q,D-1170155-11547
EA,4,PROD,1170155B-X204D,PL 1 x 11 x 5'-6,HS01,Q,D-1170155-10879
EA,2,PROD,1170155B-X204D,PL 1 x 11 x 5'-6,HS01,Q,D-1170155-11443
EA,2,PROD,1170155B-X204D,PL 1 x 11 x 5'-6,HS01,Q,D-1170155-11469
EA,2,PROD,1170155B-X204D,PL 1 x 11 x 5'-6,HS01,Q,D-1170155-11547
EA,2,PROD,1170155B-X204D,PL 1 x 11 x 5'-6,HS01,Q,D-1170155-11573
EA,14,PROD,1170155B-X204F,PL 1 1/2 x 11 x 5'-6,HS01,Q,D-1170155-11183
EA,8,PROD,1170155B-X204F,PL 1 1/2 x 11 x 5'-6,HS01,Q,D-1170155-11209
EA,3,PROD,1170155B-X204F,PL 1 1/2 x 11 x 5'-6,HS01,Q,D-1170155-11417
EA,3,PROD,1170155B-X204F,PL 1 1/2 x 11 x 5'-6,HS02,Q,D-1170155-10907
EA,2,PROD,1170155B-X204F,PL 1 1/2 x 11 x 5'-6,HS02,Q,D-1170155-11183
EA,21,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10879
EA,28,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10907
EA,2,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11009
EA,2,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11033
EA,4,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11057
EA,2,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11083
EA,18,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11109
EA,2,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11134
EA,10,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11159
EA,11,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11417
EA,1,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11443
EA,2,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11469
EA,2,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11495
EA,2,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11521
EA,2,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11547
EA,1,PROD,1170155B-X205A,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11573
EA,6,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10879
EA,2,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10961
EA,4,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10985
EA,4,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11009
EA,4,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11033
EA,4,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11057
EA,2,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11083
EA,20,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11159
EA,21,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11183
EA,9,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11209
EA,8,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11287
EA,8,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11313
EA,10,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11339
EA,5,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11365
EA,2,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11391
EA,14,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11417
EA,3,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11443
EA,4,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11469
EA,4,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11495
EA,4,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11521
EA,4,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11547
EA,2,PROD,1170155B-X205B,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11573
EA,2,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10879
EA,4,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10907
EA,3,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10934
EA,4,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10961
EA,7,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11083
EA,4,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11109
EA,3,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11134
EA,8,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11159
EA,4,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11183
EA,4,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11209
EA,4,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11235
EA,5,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11365
EA,8,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11391
EA,2,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11443
EA,1,PROD,1170155B-X205F,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11573
EA,13,PROD,1170155B-X205G,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10907
EA,24,PROD,1170155B-X205G,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11109
EA,9,PROD,1170155B-X205G,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11134
EA,1,PROD,1170155B-X205G,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11183
EA,15,PROD,1170155B-X205G,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11209
EA,21,PROD,1170155B-X205G,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11391
EA,8,PROD,1170155B-X205G,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11417
EA,8,PROD,1170155B-X205H,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10879
EA,7,PROD,1170155B-X205H,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-10961
EA,8,PROD,1170155B-X205H,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11083
EA,20,PROD,1170155B-X205H,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11159
EA,12,PROD,1170155B-X205H,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11235
EA,14,PROD,1170155B-X205H,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11365
EA,14,PROD,1170155B-X205H,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11443
EA,12,PROD,1170155B-X205H,PL 5/8 x 7 1/2 x 5'-6,HS01,Q,D-1170155-11573
EA,5,PROD,1170155C-M301P,PL 1/2 x 15 1/2 x 1'-7,HS01,Q,D-1170155-12266
EA,5,PROD,1170155C-M301S,PL 1/2 x 15 1/2 x 1'-7,HS01,Q,D-1170155-12266
EA,5,PROD,1170155C-M301T,PL 1/2 x 7 x 1'-1,HS01,Q,D-1170155-12266
EA,5,PROD,1170155C-M301W,PL 1/2 x 7 x 1'-1,HS01,Q,D-1170155-12266
EA,5,PROD,1170155C-M301Y,PL 1/2 x 17 x 2'-7,HS01,Q,D-1170155-12266
EA,8,PROD,1170155C-X301A,PL 3/8 x 13 1/2 x 5'-6 1/2,HS01,Q,D-1170155-12066
EA,3,PROD,1170155C-X301B,PL 5/8 x 24 x 2'-1 1/2,HS01,Q,D-1170155-12011
EA,1,PROD,1170155C-X301C,PL 1/2 x 24 x 2'-1 1/2,HS01,Q,D-1170155-12175
EA,20,PROD,1170155C-X301H,PL 9/16 x 10 x 2'-1 1/2,HS01,Q,D-1170155-12122
EA,3,PROD,1170155C-X302F,PL 1 1/4 x 10 1/2 x 6'-0,HS01,Q,D-1170155-12122
EA,25,PROD,1170155C-X302H,PL 1/2 x 8 x 6'-0,HS01,Q,D-1170155-11983
EA,7,PROD,1170155C-X302H,PL 1/2 x 8 x 6'-0,HS01,Q,D-1170155-12038
EA,4,PROD,1170155C-X302H,PL 1/2 x 8 x 6'-0,HS01,Q,D-1170155-12122
EA,12,PROD,1170155C-X302H,PL 1/2 x 8 x 6'-0,HS01,Q,D-1170155-12201
EA,4,PROD,1170155C-X302N,PL 1/2 x 8 x 6'-0,HS01,Q,D-1170155-11983
EA,3,PROD,1170155C-X302N,PL 1/2 x 8 x 6'-0,HS01,Q,D-1170155-12094
EA,5,PROD,1170155C-X302N,PL 1/2 x 8 x 6'-0,HS01,Q,D-1170155-12149
EA,4,PROD,1170155C-X302N,PL 1/2 x 8 x 6'-0,HS01,Q,D-1170155-12201
EA,6,PROD,1170155C-X302P,PL 1/2 x 8 x 6'-0,HS01,Q,D-1170155-12122
EA,9,PROD,1170155C-X302S,PL 3/8 x 4 x 0'-5,HS01,Q,D-1170155-12122
EA,24,PROD,1170155C-X302S,PL 3/8 x 4 x 0'-5,HS01,Q,D-1170155-12175
EA,38,PROD,1170155C-X302S,PL 3/8 x 4 x 0'-5,HS01,Q,D-1170155-12201
EA,1,PROD,1170155E-G1P-B1,PL 1 3/4 x 18 x 79'-11 7/8,HS02,Q,D-1170155-17065
EA,1,PROD,1170155E-G1P-B2,PL 1 3/4 x 18 x 26'-4 7/16,HS02,Q,D-1170155-17065
EA,1,PROD,1170155E-G3P-B1,PL 1 3/4 x 18 x 79'-11 7/8,HS02,Q,D-1170155-17121
EA,1,PROD,1170155E-G3P-B2,PL 1 1/4 x 18 x 24'-10 3/8,HS02,Q,D-1170155-17121
EA,1,PROD,1170155E-G3P-T1,PL 1 x 16 x 79'-11 7/8,HS02,Q,D-1170155-17121
EA,1,PROD,1170155E-G3P-T2,PL 1 x 16 x 25'-0,HS02,Q,D-1170155-17121
EA,1,PROD,1170155E-G4P-B2,PL 1 1/4 x 18 x 34'-3 1/2,HS02,Q,D-1170155-17149
EA,1,PROD,1170155E-G4P-T2,PL 1 x 16 x 34'-4 15/16,HS02,Q,D-1170155-17149
EA,1,PROD,1170155E-G5P-B2,PL 1 1/4 x 18 x 28'-3 1/2,HS02,Q,D-1170155-17177
EA,1,PROD,1170155E-G5P-T2,PL 1 x 16 x 28'-5,HS02,Q,D-1170155-17177
EA,1,PROD,1170155E-M701A,PL 1/2 x 30 1/2 x 1'-3 1/4,HS01,Q,D-1170155-17232
EA,2,PROD,1170155E-M701B,PL 1/2 x 27 x 1'-3,HS01,Q,D-1170155-17220
EA,2,PROD,1170155E-M701C,PL 1/2 x 26 3/4 x 1'-3 1/2,HS01,Q,D-1170155-17220
EA,1,PROD,1170155E-M701D,PL 1/2 x 26 3/4 x 1'-3 1/4,HS01,Q,D-1170155-17220
EA,2,PROD,1170155E-M701F,PL 1/2 x 26 3/4 x 1'-2 3/4,HS01,Q,D-1170155-17220
EA,2,PROD,1170155E-M701G,PL 1/2 x 26 3/4 x 1'-2 1/2,HS01,Q,D-1170155-17220
EA,2,PROD,1170155E-M701H,PL 1/2 x 24 3/4 x 1'-0 3/4,HS01,Q,D-1170155-17283
EA,1,PROD,1170155E-M701K,PL 1/2 x 23 3/4 x 1'-0 3/4,HS01,Q,D-1170155-17283
EA,2,PROD,1170155E-M701M,PL 1/2 x 23 1/2 x 1'-1,HS01,Q,D-1170155-17283
EA,1,PROD,1170155E-M701N,PL 1/2 x 22 x 1'-2 3/4,HS01,Q,D-1170155-17257
EA,2,PROD,1170155E-M701P,PL 1/2 x 20 1/2 x 1'-0 1/2,HS01,Q,D-1170155-17283
EA,1,PROD,1170155E-M701S,PL 1/2 x 20 x 1'-2 3/4,HS01,Q,D-1170155-17257
EA,1,PROD,1170155E-M701T,PL 1/2 x 20 x 1'-2 1/2,HS01,Q,D-1170155-17257
EA,2,PROD,1170155E-M701W,PL 1/2 x 20 x 1'-1,HS01,Q,D-1170155-17283
EA,2,PROD,1170155E-M701Y,PL 1/2 x 19 1/4 x 1'-1,HS01,Q,D-1170155-17283
EA,2,PROD,1170155E-M702A,PL 1/2 x 18 1/2 x 1'-1,HS01,Q,D-1170155-17283
EA,3,PROD,1170155E-M702B,PL 1/2 x 18 1/2 x 1'-1,HS01,Q,D-1170155-17283
